season,round,race_name,race_date,circuit_id,driver_id,driver_code,constructor_id,grid,finish_position,points,status,laps_completed
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,hamilton,HAM,mercedes,2,1,25,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,max_verstappen,VER,red_bull,1,2,18,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,bottas,BOT,mercedes,3,3,16,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,norris,NOR,mclaren,7,4,12,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,perez,PER,red_bull,0,5,10,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,leclerc,LEC,ferrari,4,6,8,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,ricciardo,RIC,mclaren,6,7,6,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,sainz,SAI,ferrari,8,8,4,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,tsunoda,TSU,alphatauri,13,9,2,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,stroll,STR,aston_martin,10,10,1,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,raikkonen,RAI,alfa,14,11,0,Finished,56
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,giovinazzi,GIO,alfa,12,12,0,+1 Lap,55
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,ocon,OCO,alpine,16,13,0,+1 Lap,55
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,russell,RUS,williams,15,14,0,+1 Lap,55
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,vettel,VET,aston_martin,20,15,0,+1 Lap,55
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,mick_schumacher,MSC,haas,18,16,0,+1 Lap,55
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,gasly,GAS,alphatauri,5,17,0,Retired,52
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,latifi,LAT,williams,17,18,0,Retired,51
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,alonso,ALO,alpine,9,19,0,Brakes,32
2021,1,Bahrain Grand Prix,2021-03-28,bahrain,mazepin,MAZ,haas,19,20,0,Accident,0
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,max_verstappen,VER,red_bull,3,1,25,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,hamilton,HAM,mercedes,1,2,19,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,norris,NOR,mclaren,7,3,15,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,leclerc,LEC,ferrari,4,4,12,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,sainz,SAI,ferrari,11,5,10,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,ricciardo,RIC,mclaren,6,6,8,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,gasly,GAS,alphatauri,5,7,6,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,stroll,STR,aston_martin,10,8,4,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,ocon,OCO,alpine,9,9,2,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,alonso,ALO,alpine,15,10,1,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,perez,PER,red_bull,2,11,0,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,tsunoda,TSU,alphatauri,20,12,0,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,raikkonen,RAI,alfa,16,13,0,Finished,63
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,giovinazzi,GIO,alfa,17,14,0,+1 Lap,62
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,vettel,VET,aston_martin,0,15,0,Gearbox,61
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,mick_schumacher,MSC,haas,18,16,0,+2 Laps,61
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,mazepin,MAZ,haas,19,17,0,+2 Laps,61
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,bottas,BOT,mercedes,8,18,0,Collision,30
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,russell,RUS,williams,12,19,0,Collision,30
2021,2,Emilia Romagna Grand Prix,2021-04-18,imola,latifi,LAT,williams,14,20,0,Collision,0
2021,3,Portuguese Grand Prix,2021-05-02,portimao,hamilton,HAM,mercedes,2,1,25,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,max_verstappen,VER,red_bull,3,2,18,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,bottas,BOT,mercedes,1,3,16,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,perez,PER,red_bull,4,4,12,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,norris,NOR,mclaren,7,5,10,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,leclerc,LEC,ferrari,8,6,8,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,ocon,OCO,alpine,6,7,6,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,alonso,ALO,alpine,13,8,4,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,ricciardo,RIC,mclaren,16,9,2,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,gasly,GAS,alphatauri,9,10,1,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,sainz,SAI,ferrari,5,11,0,Finished,66
2021,3,Portuguese Grand Prix,2021-05-02,portimao,giovinazzi,GIO,alfa,12,12,0,+1 Lap,65
2021,3,Portuguese Grand Prix,2021-05-02,portimao,vettel,VET,aston_martin,10,13,0,+1 Lap,65
2021,3,Portuguese Grand Prix,2021-05-02,portimao,stroll,STR,aston_martin,17,14,0,+1 Lap,65
2021,3,Portuguese Grand Prix,2021-05-02,portimao,tsunoda,TSU,alphatauri,14,15,0,+1 Lap,65
2021,3,Portuguese Grand Prix,2021-05-02,portimao,russell,RUS,williams,11,16,0,+1 Lap,65
2021,3,Portuguese Grand Prix,2021-05-02,portimao,mick_schumacher,MSC,haas,19,17,0,+2 Laps,64
2021,3,Portuguese Grand Prix,2021-05-02,portimao,latifi,LAT,williams,18,18,0,+2 Laps,64
2021,3,Portuguese Grand Prix,2021-05-02,portimao,mazepin,MAZ,haas,20,19,0,+2 Laps,64
2021,3,Portuguese Grand Prix,2021-05-02,portimao,raikkonen,RAI,alfa,15,20,0,Collision damage,1
2021,4,Spanish Grand Prix,2021-05-09,catalunya,hamilton,HAM,mercedes,1,1,25,Finished,66
2021,4,Spanish Grand Prix,2021-05-09,catalunya,max_verstappen,VER,red_bull,2,2,19,Finished,66
2021,4,Spanish Grand Prix,2021-05-09,catalunya,bottas,BOT,mercedes,3,3,15,Finished,66
2021,4,Spanish Grand Prix,2021-05-09,catalunya,leclerc,LEC,ferrari,4,4,12,Finished,66
2021,4,Spanish Grand Prix,2021-05-09,catalunya,perez,PER,red_bull,8,5,10,Finished,66
2021,4,Spanish Grand Prix,2021-05-09,catalunya,ricciardo,RIC,mclaren,7,6,8,Finished,66
2021,4,Spanish Grand Prix,2021-05-09,catalunya,sainz,SAI,ferrari,6,7,6,Finished,66
2021,4,Spanish Grand Prix,2021-05-09,catalunya,norris,NOR,mclaren,9,8,4,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,ocon,OCO,alpine,5,9,2,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,gasly,GAS,alphatauri,12,10,1,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,stroll,STR,aston_martin,11,11,0,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,raikkonen,RAI,alfa,17,12,0,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,vettel,VET,aston_martin,13,13,0,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,russell,RUS,williams,15,14,0,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,giovinazzi,GIO,alfa,14,15,0,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,latifi,LAT,williams,19,16,0,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,alonso,ALO,alpine,10,17,0,+1 Lap,65
2021,4,Spanish Grand Prix,2021-05-09,catalunya,mick_schumacher,MSC,haas,18,18,0,+2 Laps,64
2021,4,Spanish Grand Prix,2021-05-09,catalunya,mazepin,MAZ,haas,20,19,0,+2 Laps,64
2021,4,Spanish Grand Prix,2021-05-09,catalunya,tsunoda,TSU,alphatauri,16,20,0,Electrical,6
2021,5,Monaco Grand Prix,2021-05-23,monaco,max_verstappen,VER,red_bull,2,1,25,Finished,78
2021,5,Monaco Grand Prix,2021-05-23,monaco,sainz,SAI,ferrari,4,2,18,Finished,78
2021,5,Monaco Grand Prix,2021-05-23,monaco,norris,NOR,mclaren,5,3,15,Finished,78
2021,5,Monaco Grand Prix,2021-05-23,monaco,perez,PER,red_bull,9,4,12,Finished,78
2021,5,Monaco Grand Prix,2021-05-23,monaco,vettel,VET,aston_martin,8,5,10,Finished,78
2021,5,Monaco Grand Prix,2021-05-23,monaco,gasly,GAS,alphatauri,6,6,8,Finished,78
2021,5,Monaco Grand Prix,2021-05-23,monaco,hamilton,HAM,mercedes,7,7,7,Finished,78
2021,5,Monaco Grand Prix,2021-05-23,monaco,stroll,STR,aston_martin,13,8,4,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,ocon,OCO,alpine,11,9,2,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,giovinazzi,GIO,alfa,10,10,1,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,raikkonen,RAI,alfa,14,11,0,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,ricciardo,RIC,mclaren,12,12,0,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,alonso,ALO,alpine,17,13,0,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,russell,RUS,williams,15,14,0,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,latifi,LAT,williams,18,15,0,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,tsunoda,TSU,alphatauri,16,16,0,+1 Lap,77
2021,5,Monaco Grand Prix,2021-05-23,monaco,mazepin,MAZ,haas,19,17,0,+3 Laps,75
2021,5,Monaco Grand Prix,2021-05-23,monaco,mick_schumacher,MSC,haas,20,18,0,+3 Laps,75
2021,5,Monaco Grand Prix,2021-05-23,monaco,bottas,BOT,mercedes,3,19,0,Wheel nut,29
2021,5,Monaco Grand Prix,2021-05-23,monaco,leclerc,LEC,ferrari,1,20,0,Driveshaft,0
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,perez,PER,red_bull,6,1,25,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,vettel,VET,aston_martin,11,2,18,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,gasly,GAS,alphatauri,4,3,15,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,leclerc,LEC,ferrari,1,4,12,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,norris,NOR,mclaren,9,5,10,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,alonso,ALO,alpine,8,6,8,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,tsunoda,TSU,alphatauri,7,7,6,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,sainz,SAI,ferrari,5,8,4,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,ricciardo,RIC,mclaren,13,9,2,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,raikkonen,RAI,alfa,14,10,1,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,giovinazzi,GIO,alfa,20,11,0,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,bottas,BOT,mercedes,10,12,0,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,mick_schumacher,MSC,haas,17,13,0,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,mazepin,MAZ,haas,18,14,0,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,hamilton,HAM,mercedes,2,15,0,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,latifi,LAT,williams,16,16,0,Finished,51
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,russell,RUS,williams,15,17,0,Gearbox,48
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,max_verstappen,VER,red_bull,3,18,0,Accident,45
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,stroll,STR,aston_martin,19,19,0,Accident,29
2021,6,Azerbaijan Grand Prix,2021-06-06,baku,ocon,OCO,alpine,12,20,0,Turbo,3
2021,7,French Grand Prix,2021-06-20,ricard,max_verstappen,VER,red_bull,1,1,26,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,hamilton,HAM,mercedes,2,2,18,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,perez,PER,red_bull,4,3,15,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,bottas,BOT,mercedes,3,4,12,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,norris,NOR,mclaren,8,5,10,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,ricciardo,RIC,mclaren,10,6,8,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,gasly,GAS,alphatauri,6,7,6,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,alonso,ALO,alpine,9,8,4,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,vettel,VET,aston_martin,12,9,2,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,stroll,STR,aston_martin,19,10,1,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,sainz,SAI,ferrari,5,11,0,Finished,53
2021,7,French Grand Prix,2021-06-20,ricard,russell,RUS,williams,14,12,0,+1 Lap,52
2021,7,French Grand Prix,2021-06-20,ricard,tsunoda,TSU,alphatauri,0,13,0,+1 Lap,52
2021,7,French Grand Prix,2021-06-20,ricard,ocon,OCO,alpine,11,14,0,+1 Lap,52
2021,7,French Grand Prix,2021-06-20,ricard,giovinazzi,GIO,alfa,13,15,0,+1 Lap,52
2021,7,French Grand Prix,2021-06-20,ricard,leclerc,LEC,ferrari,7,16,0,+1 Lap,52
2021,7,French Grand Prix,2021-06-20,ricard,raikkonen,RAI,alfa,17,17,0,+1 Lap,52
2021,7,French Grand Prix,2021-06-20,ricard,latifi,LAT,williams,16,18,0,+1 Lap,52
2021,7,French Grand Prix,2021-06-20,ricard,mick_schumacher,MSC,haas,15,19,0,+1 Lap,52
2021,7,French Grand Prix,2021-06-20,ricard,mazepin,MAZ,haas,18,20,0,+1 Lap,52
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,max_verstappen,VER,red_bull,1,1,25,Finished,71
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,hamilton,HAM,mercedes,2,2,19,Finished,71
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,bottas,BOT,mercedes,5,3,15,Finished,71
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,perez,PER,red_bull,4,4,12,Finished,71
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,norris,NOR,mclaren,3,5,10,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,sainz,SAI,ferrari,12,6,8,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,leclerc,LEC,ferrari,7,7,6,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,stroll,STR,aston_martin,9,8,4,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,alonso,ALO,alpine,8,9,2,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,tsunoda,TSU,alphatauri,11,10,1,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,raikkonen,RAI,alfa,18,11,0,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,vettel,VET,aston_martin,14,12,0,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,ricciardo,RIC,mclaren,13,13,0,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,ocon,OCO,alpine,17,14,0,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,giovinazzi,GIO,alfa,15,15,0,+1 Lap,70
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,mick_schumacher,MSC,haas,19,16,0,+2 Laps,69
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,latifi,LAT,williams,16,17,0,+3 Laps,68
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,mazepin,MAZ,haas,20,18,0,+3 Laps,68
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,russell,RUS,williams,10,19,0,Engine,36
2021,8,Styrian Grand Prix,2021-06-27,red_bull_ring,gasly,GAS,alphatauri,6,20,0,Collision,1
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,max_verstappen,VER,red_bull,1,1,26,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,bottas,BOT,mercedes,5,2,18,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,norris,NOR,mclaren,2,3,15,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,hamilton,HAM,mercedes,4,4,12,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,sainz,SAI,ferrari,10,5,10,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,perez,PER,red_bull,3,6,8,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,ricciardo,RIC,mclaren,13,7,6,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,leclerc,LEC,ferrari,12,8,4,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,gasly,GAS,alphatauri,6,9,2,Finished,71
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,alonso,ALO,alpine,14,10,1,+1 Lap,70
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,russell,RUS,williams,8,11,0,+1 Lap,70
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,tsunoda,TSU,alphatauri,7,12,0,+1 Lap,70
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,stroll,STR,aston_martin,9,13,0,+1 Lap,70
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,giovinazzi,GIO,alfa,15,14,0,+1 Lap,70
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,raikkonen,RAI,alfa,16,15,0,+1 Lap,70
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,latifi,LAT,williams,18,16,0,+1 Lap,70
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,vettel,VET,aston_martin,11,17,0,Collision,69
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,mick_schumacher,MSC,haas,19,18,0,+2 Laps,69
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,mazepin,MAZ,haas,20,19,0,+2 Laps,69
2021,9,Austrian Grand Prix,2021-07-04,red_bull_ring,ocon,OCO,alpine,17,20,0,Collision,0
2021,10,British Grand Prix,2021-07-18,silverstone,hamilton,HAM,mercedes,2,1,25,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,leclerc,LEC,ferrari,4,2,18,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,bottas,BOT,mercedes,3,3,15,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,norris,NOR,mclaren,5,4,12,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,ricciardo,RIC,mclaren,6,5,10,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,sainz,SAI,ferrari,10,6,8,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,alonso,ALO,alpine,7,7,6,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,stroll,STR,aston_martin,14,8,4,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,ocon,OCO,alpine,9,9,2,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,tsunoda,TSU,alphatauri,16,10,1,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,gasly,GAS,alphatauri,11,11,0,Finished,52
2021,10,British Grand Prix,2021-07-18,silverstone,russell,RUS,williams,12,12,0,+1 Lap,51
2021,10,British Grand Prix,2021-07-18,silverstone,giovinazzi,GIO,alfa,15,13,0,+1 Lap,51
2021,10,British Grand Prix,2021-07-18,silverstone,latifi,LAT,williams,17,14,0,+1 Lap,51
2021,10,British Grand Prix,2021-07-18,silverstone,raikkonen,RAI,alfa,13,15,0,+1 Lap,51
2021,10,British Grand Prix,2021-07-18,silverstone,perez,PER,red_bull,0,16,0,+1 Lap,51
2021,10,British Grand Prix,2021-07-18,silverstone,mazepin,MAZ,haas,19,17,0,+1 Lap,51
2021,10,British Grand Prix,2021-07-18,silverstone,mick_schumacher,MSC,haas,18,18,0,+1 Lap,51
2021,10,British Grand Prix,2021-07-18,silverstone,vettel,VET,aston_martin,8,19,0,Retired,40
2021,10,British Grand Prix,2021-07-18,silverstone,max_verstappen,VER,red_bull,1,20,0,Collision,0
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,ocon,OCO,alpine,8,1,25,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,hamilton,HAM,mercedes,1,2,18,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,sainz,SAI,ferrari,15,3,15,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,alonso,ALO,alpine,9,4,12,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,gasly,GAS,alphatauri,5,5,11,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,tsunoda,TSU,alphatauri,16,6,8,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,latifi,LAT,williams,18,7,6,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,russell,RUS,williams,17,8,4,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,max_verstappen,VER,red_bull,3,9,2,Finished,70
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,raikkonen,RAI,alfa,13,10,1,+1 Lap,69
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,ricciardo,RIC,mclaren,11,11,0,+1 Lap,69
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,mick_schumacher,MSC,haas,20,12,0,+1 Lap,69
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,giovinazzi,GIO,alfa,0,13,0,+1 Lap,69
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,mazepin,MAZ,haas,19,14,0,Collision,3
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,norris,NOR,mclaren,6,15,0,Collision,2
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,bottas,BOT,mercedes,2,16,0,Collision,0
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,perez,PER,red_bull,4,17,0,Collision,0
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,leclerc,LEC,ferrari,7,18,0,Collision,0
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,stroll,STR,aston_martin,12,19,0,Collision,0
2021,11,Hungarian Grand Prix,2021-08-01,hungaroring,vettel,VET,aston_martin,10,20,0,Disqualified,70
2021,12,Belgian Grand Prix,2021-08-29,spa,max_verstappen,VER,red_bull,1,1,12.5,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,russell,RUS,williams,2,2,9,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,hamilton,HAM,mercedes,3,3,7.5,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,ricciardo,RIC,mclaren,4,4,6,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,vettel,VET,aston_martin,5,5,5,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,gasly,GAS,alphatauri,6,6,4,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,ocon,OCO,alpine,8,7,3,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,leclerc,LEC,ferrari,9,8,2,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,latifi,LAT,williams,10,9,1,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,sainz,SAI,ferrari,11,10,0.5,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,alonso,ALO,alpine,12,11,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,bottas,BOT,mercedes,13,12,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,giovinazzi,GIO,alfa,14,13,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,norris,NOR,mclaren,15,14,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,tsunoda,TSU,alphatauri,16,15,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,mick_schumacher,MSC,haas,17,16,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,mazepin,MAZ,haas,18,17,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,raikkonen,RAI,alfa,0,18,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,perez,PER,red_bull,0,19,0,Finished,1
2021,12,Belgian Grand Prix,2021-08-29,spa,stroll,STR,aston_martin,19,20,0,Finished,1
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,max_verstappen,VER,red_bull,1,1,25,Finished,72
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,hamilton,HAM,mercedes,2,2,19,Finished,72
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,bottas,BOT,mercedes,3,3,15,Finished,72
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,gasly,GAS,alphatauri,4,4,12,+1 Lap,71
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,leclerc,LEC,ferrari,5,5,10,+1 Lap,71
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,alonso,ALO,alpine,9,6,8,+1 Lap,71
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,sainz,SAI,ferrari,6,7,6,+1 Lap,71
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,perez,PER,red_bull,0,8,4,+1 Lap,71
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,ocon,OCO,alpine,8,9,2,+1 Lap,71
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,norris,NOR,mclaren,13,10,1,+1 Lap,71
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,ricciardo,RIC,mclaren,10,11,0,+1 Lap,71
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,stroll,STR,aston_martin,12,12,0,+2 Laps,70
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,vettel,VET,aston_martin,15,13,0,+2 Laps,70
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,giovinazzi,GIO,alfa,7,14,0,+2 Laps,70
2021,13,Dutch Grand Prix,2021-09-05,zandvoort,kubica,KUB,alfa,16,15,0,+2 Laps,70
